sic,description,as_of_date,value,is_sa,release_as_of_date
591,Drug and proprietary stores,2000-05-01,10713,1,2000-05-01
553,Auto and home supply stores,1999-05-01,3330,1,2000-05-01
571,Furniture and home furnishings,1999-05-01,6324,1,2000-05-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-05-01,5902,1,2000-05-01
53,General merchandise group stores,1999-05-01,31072,1,2000-05-01
541,Grocery stores,1999-05-01,36029,1,2000-05-01
56,Apparel and accessory stores,1999-05-01,11405,1,2000-05-01
58,Eating and drinking places,1999-05-01,23654,1,2000-05-01
591,Drug and proprietary stores,1999-05-01,9955,1,2000-05-01
592,Liquor stores,1999-05-01,2322,1,2000-05-01
5961,Total mail order,1999-05-01,7241,1,2000-05-01
53,General merchandise group stores,2000-05-01,33315,0,2000-05-01
541,Grocery stores,2000-05-01,38810,0,2000-05-01
56,Apparel and accessory stores,2000-05-01,11623,0,2000-05-01
58,Eating and drinking places,2000-05-01,26122,0,2000-05-01
591,Drug and proprietary stores,2000-05-01,10949,0,2000-05-01
553,Auto and home supply stores,1999-05-01,3427,0,2000-05-01
571,Furniture and home furnishings,1999-05-01,6141,0,2000-05-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-05-01,5383,0,2000-05-01
53,General merchandise group stores,1999-05-01,31044,0,2000-05-01
541,Grocery stores,1999-05-01,36966,0,2000-05-01
56,Apparel and accessory stores,1999-05-01,11231,0,2000-05-01
58,Eating and drinking places,1999-05-01,24789,0,2000-05-01
591,Drug and proprietary stores,1999-05-01,9995,0,2000-05-01
592,Liquor stores,1999-05-01,2334,0,2000-05-01
5961,Total mail order,1999-05-01,6575,0,2000-05-01
53,General merchandise group stores,2000-06-01,33643,1,2000-06-01
541,Grocery stores,2000-06-01,38238,1,2000-06-01
56,Apparel and accessory stores,2000-06-01,11645,1,2000-06-01
58,Eating and drinking places,2000-06-01,25478,1,2000-06-01
591,Drug and proprietary stores,2000-06-01,10840,1,2000-06-01
553,Auto and home supply stores,1999-06-01,3296,1,2000-06-01
571,Furniture and home furnishings,1999-06-01,6389,1,2000-06-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-06-01,5958,1,2000-06-01
53,General merchandise group stores,1999-06-01,31483,1,2000-06-01
541,Grocery stores,1999-06-01,35802,1,2000-06-01
56,Apparel and accessory stores,1999-06-01,11292,1,2000-06-01
58,Eating and drinking places,1999-06-01,23688,1,2000-06-01
591,Drug and proprietary stores,1999-06-01,10096,1,2000-06-01
592,Liquor stores,1999-06-01,2311,1,2000-06-01
5961,Total mail order,1999-06-01,7532,1,2000-06-01
53,General merchandise group stores,2000-06-01,32620,0,2000-06-01
541,Grocery stores,2000-06-01,38659,0,2000-06-01
56,Apparel and accessory stores,2000-06-01,11191,0,2000-06-01
58,Eating and drinking places,2000-06-01,26472,0,2000-06-01
591,Drug and proprietary stores,2000-06-01,10732,0,2000-06-01
553,Auto and home supply stores,1999-06-01,3543,0,2000-06-01
571,Furniture and home furnishings,1999-06-01,6280,0,2000-06-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-06-01,5553,0,2000-06-01
53,General merchandise group stores,1999-06-01,29982,0,2000-06-01
541,Grocery stores,1999-06-01,35766,0,2000-06-01
56,Apparel and accessory stores,1999-06-01,10584,0,2000-06-01
58,Eating and drinking places,1999-06-01,24257,0,2000-06-01
591,Drug and proprietary stores,1999-06-01,9914,0,2000-06-01
592,Liquor stores,1999-06-01,2274,0,2000-06-01
5961,Total mail order,1999-06-01,6824,0,2000-06-01
53,General merchandise group stores,2000-07-01,34121,1,2000-07-01
541,Grocery stores,2000-07-01,38255,1,2000-07-01
56,Apparel and accessory stores,2000-07-01,11654,1,2000-07-01
58,Eating and drinking places,2000-07-01,25612,1,2000-07-01
591,Drug and proprietary stores,2000-07-01,11043,1,2000-07-01
553,Auto and home supply stores,1999-07-01,3306,1,2000-07-01
571,Furniture and home furnishings,1999-07-01,6393,1,2000-07-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-07-01,6031,1,2000-07-01
53,General merchandise group stores,1999-07-01,31469,1,2000-07-01
541,Grocery stores,1999-07-01,36057,1,2000-07-01
56,Apparel and accessory stores,1999-07-01,11234,1,2000-07-01
58,Eating and drinking places,1999-07-01,23785,1,2000-07-01
591,Drug and proprietary stores,1999-07-01,10041,1,2000-07-01
592,Liquor stores,1999-07-01,2320,1,2000-07-01
5961,Total mail order,1999-07-01,7461,1,2000-07-01
53,General merchandise group stores,2000-07-01,31539,0,2000-07-01
541,Grocery stores,2000-07-01,39441,0,2000-07-01
56,Apparel and accessory stores,2000-07-01,10792,0,2000-07-01
58,Eating and drinking places,2000-07-01,26739,0,2000-07-01
591,Drug and proprietary stores,2000-07-01,10612,0,2000-07-01
553,Auto and home supply stores,1999-07-01,3613,0,2000-07-01
571,Furniture and home furnishings,1999-07-01,6374,0,2000-07-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-07-01,5796,0,2000-07-01
53,General merchandise group stores,1999-07-01,29432,0,2000-07-01
541,Grocery stores,1999-07-01,38040,0,2000-07-01
56,Apparel and accessory stores,1999-07-01,10783,0,2000-07-01
58,Eating and drinking places,1999-07-01,25307,0,2000-07-01
591,Drug and proprietary stores,1999-07-01,9820,0,2000-07-01
592,Liquor stores,1999-07-01,2485,0,2000-07-01
5961,Total mail order,1999-07-01,6588,0,2000-07-01
53,General merchandise group stores,2000-08-01,34217,1,2000-08-01
541,Grocery stores,2000-08-01,38398,1,2000-08-01
56,Apparel and accessory stores,2000-08-01,11708,1,2000-08-01
58,Eating and drinking places,2000-08-01,25637,1,2000-08-01
591,Drug and proprietary stores,2000-08-01,11179,1,2000-08-01
553,Auto and home supply stores,1999-08-01,3342,1,2000-08-01
571,Furniture and home furnishings,1999-08-01,6551,1,2000-08-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-08-01,6055,1,2000-08-01
53,General merchandise group stores,1999-08-01,31694,1,2000-08-01
541,Grocery stores,1999-08-01,36183,1,2000-08-01
56,Apparel and accessory stores,1999-08-01,11386,1,2000-08-01
58,Eating and drinking places,1999-08-01,23836,1,2000-08-01
591,Drug and proprietary stores,1999-08-01,10108,1,2000-08-01
592,Liquor stores,1999-08-01,2334,1,2000-08-01
5961,Total mail order,1999-08-01,7785,1,2000-08-01
53,General merchandise group stores,2000-08-01,33484,0,2000-08-01
541,Grocery stores,2000-08-01,39320,0,2000-08-01
56,Apparel and accessory stores,2000-08-01,12645,0,2000-08-01
58,Eating and drinking places,2000-08-01,26842,0,2000-08-01
591,Drug and proprietary stores,2000-08-01,11000,0,2000-08-01
553,Auto and home supply stores,1999-08-01,3566,0,2000-08-01
571,Furniture and home furnishings,1999-08-01,6603,0,2000-08-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-08-01,5910,0,2000-08-01
53,General merchandise group stores,1999-08-01,30652,0,2000-08-01
541,Grocery stores,1999-08-01,36364,0,2000-08-01
56,Apparel and accessory stores,1999-08-01,12023,0,2000-08-01
58,Eating and drinking places,1999-08-01,24861,0,2000-08-01
591,Drug and proprietary stores,1999-08-01,9785,0,2000-08-01
592,Liquor stores,1999-08-01,2280,0,2000-08-01
5961,Total mail order,1999-08-01,7077,0,2000-08-01
53,General merchandise group stores,2000-09-01,34323,1,2000-09-01
541,Grocery stores,2000-09-01,38325,1,2000-09-01
56,Apparel and accessory stores,2000-09-01,11915,1,2000-09-01
58,Eating and drinking places,2000-09-01,25841,1,2000-09-01
591,Drug and proprietary stores,2000-09-01,11360,1,2000-09-01
553,Auto and home supply stores,1999-09-01,3341,1,2000-09-01
571,Furniture and home furnishings,1999-09-01,6628,1,2000-09-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-09-01,6129,1,2000-09-01
53,General merchandise group stores,1999-09-01,31935,1,2000-09-01
541,Grocery stores,1999-09-01,36679,1,2000-09-01
56,Apparel and accessory stores,1999-09-01,11277,1,2000-09-01
58,Eating and drinking places,1999-09-01,24022,1,2000-09-01
591,Drug and proprietary stores,1999-09-01,10156,1,2000-09-01
592,Liquor stores,1999-09-01,2370,1,2000-09-01
5961,Total mail order,1999-09-01,7746,1,2000-09-01
53,General merchandise group stores,2000-09-01,31173,0,2000-09-01
541,Grocery stores,2000-09-01,38018,0,2000-09-01
56,Apparel and accessory stores,2000-09-01,11522,0,2000-09-01
58,Eating and drinking places,2000-09-01,25634,0,2000-09-01
591,Drug and proprietary stores,2000-09-01,10826,0,2000-09-01
553,Auto and home supply stores,1999-09-01,3408,0,2000-09-01
571,Furniture and home furnishings,1999-09-01,6515,0,2000-09-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-09-01,5712,0,2000-09-01
53,General merchandise group stores,1999-09-01,29071,0,2000-09-01
541,Grocery stores,1999-09-01,36129,0,2000-09-01
56,Apparel and accessory stores,1999-09-01,10754,0,2000-09-01
58,Eating and drinking places,1999-09-01,23445,0,2000-09-01
591,Drug and proprietary stores,1999-09-01,9679,0,2000-09-01
592,Liquor stores,1999-09-01,2268,0,2000-09-01
5961,Total mail order,1999-09-01,7607,0,2000-09-01
53,General merchandise group stores,2000-10-01,34508,1,2000-10-01
541,Grocery stores,2000-10-01,38436,1,2000-10-01
56,Apparel and accessory stores,2000-10-01,12194,1,2000-10-01
58,Eating and drinking places,2000-10-01,25807,1,2000-10-01
591,Drug and proprietary stores,2000-10-01,11442,1,2000-10-01
553,Auto and home supply stores,1999-10-01,3292,1,2000-10-01
571,Furniture and home furnishings,1999-10-01,6655,1,2000-10-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-10-01,6135,1,2000-10-01
53,General merchandise group stores,1999-10-01,32034,1,2000-10-01
541,Grocery stores,1999-10-01,36642,1,2000-10-01
56,Apparel and accessory stores,1999-10-01,11287,1,2000-10-01
58,Eating and drinking places,1999-10-01,24432,1,2000-10-01
591,Drug and proprietary stores,1999-10-01,10276,1,2000-10-01
592,Liquor stores,1999-10-01,2388,1,2000-10-01
5961,Total mail order,1999-10-01,7808,1,2000-10-01
53,General merchandise group stores,2000-10-01,32550,0,2000-10-01
541,Grocery stores,2000-10-01,37552,0,2000-10-01
56,Apparel and accessory stores,2000-10-01,11767,0,2000-10-01
58,Eating and drinking places,2000-10-01,25936,0,2000-10-01
591,Drug and proprietary stores,2000-10-01,11167,0,2000-10-01
553,Auto and home supply stores,1999-10-01,3384,0,2000-10-01
571,Furniture and home furnishings,1999-10-01,6682,0,2000-10-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-10-01,5571,0,2000-10-01
53,General merchandise group stores,1999-10-01,31148,0,2000-10-01
541,Grocery stores,1999-10-01,36605,0,2000-10-01
56,Apparel and accessory stores,1999-10-01,11233,0,2000-10-01
58,Eating and drinking places,1999-10-01,25067,0,2000-10-01
591,Drug and proprietary stores,1999-10-01,10050,0,2000-10-01
592,Liquor stores,1999-10-01,2369,0,2000-10-01
5961,Total mail order,1999-10-01,8066,0,2000-10-01
53,General merchandise group stores,2000-11-01,34420,1,2000-11-01
541,Grocery stores,2000-11-01,38895,1,2000-11-01
56,Apparel and accessory stores,2000-11-01,12211,1,2000-11-01
58,Eating and drinking places,2000-11-01,25806,1,2000-11-01
591,Drug and proprietary stores,2000-11-01,11419,1,2000-11-01
553,Auto and home supply stores,1999-11-01,3436,1,2000-11-01
571,Furniture and home furnishings,1999-11-01,6642,1,2000-11-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-11-01,6130,1,2000-11-01
53,General merchandise group stores,1999-11-01,32249,1,2000-11-01
541,Grocery stores,1999-11-01,36763,1,2000-11-01
56,Apparel and accessory stores,1999-11-01,11240,1,2000-11-01
58,Eating and drinking places,1999-11-01,24576,1,2000-11-01
591,Drug and proprietary stores,1999-11-01,10356,1,2000-11-01
592,Liquor stores,1999-11-01,2402,1,2000-11-01
5961,Total mail order,1999-11-01,7792,1,2000-11-01
53,General merchandise group stores,2000-11-01,40029,0,2000-11-01
541,Grocery stores,2000-11-01,38973,0,2000-11-01
56,Apparel and accessory stores,2000-11-01,13811,0,2000-11-01
58,Eating and drinking places,2000-11-01,24619,0,2000-11-01
591,Drug and proprietary stores,2000-11-01,11213,0,2000-11-01
553,Auto and home supply stores,1999-11-01,3381,0,2000-11-01
571,Furniture and home furnishings,1999-11-01,7319,0,2000-11-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-11-01,6461,0,2000-11-01
53,General merchandise group stores,1999-11-01,36590,0,2000-11-01
541,Grocery stores,1999-11-01,36285,0,2000-11-01
56,Apparel and accessory stores,1999-11-01,12397,0,2000-11-01
58,Eating and drinking places,1999-11-01,23421,0,2000-11-01
591,Drug and proprietary stores,1999-11-01,10128,0,2000-11-01
592,Liquor stores,1999-11-01,2428,0,2000-11-01
5961,Total mail order,1999-11-01,9195,0,2000-11-01
53,General merchandise group stores,2000-12-01,33996,1,2000-12-01
541,Grocery stores,2000-12-01,38899,1,2000-12-01
56,Apparel and accessory stores,2000-12-01,12116,1,2000-12-01
58,Eating and drinking places,2000-12-01,25587,1,2000-12-01
591,Drug and proprietary stores,2000-12-01,11411,1,2000-12-01
553,Auto and home supply stores,1999-12-01,3452,1,2000-12-01
571,Furniture and home furnishings,1999-12-01,6731,1,2000-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-12-01,6284,1,2000-12-01
53,General merchandise group stores,1999-12-01,32670,1,2000-12-01
541,Grocery stores,1999-12-01,38313,1,2000-12-01
56,Apparel and accessory stores,1999-12-01,11312,1,2000-12-01
58,Eating and drinking places,1999-12-01,24794,1,2000-12-01
591,Drug and proprietary stores,1999-12-01,10525,1,2000-12-01
592,Liquor stores,1999-12-01,2438,1,2000-12-01
5961,Total mail order,1999-12-01,8162,1,2000-12-01
53,General merchandise group stores,2000-12-01,55399,0,2000-12-01
541,Grocery stores,2000-12-01,41894,0,2000-12-01
56,Apparel and accessory stores,2000-12-01,19046,0,2000-12-01
58,Eating and drinking places,2000-12-01,25792,0,2000-12-01
591,Drug and proprietary stores,2000-12-01,13579,0,2000-12-01
553,Auto and home supply stores,1999-12-01,3283,0,2000-12-01
571,Furniture and home furnishings,1999-12-01,8158,0,2000-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-12-01,9721,0,2000-12-01
53,General merchandise group stores,1999-12-01,54329,0,2000-12-01
541,Grocery stores,1999-12-01,41493,0,2000-12-01
56,Apparel and accessory stores,1999-12-01,18113,0,2000-12-01
58,Eating and drinking places,1999-12-01,24794,0,2000-12-01
591,Drug and proprietary stores,1999-12-01,12861,0,2000-12-01
592,Liquor stores,1999-12-01,3487,0,2000-12-01
5961,Total mail order,1999-12-01,11549,0,2000-12-01
53,General merchandise group stores,2001-01-01,34204,1,2001-01-01
541,Grocery stores,2001-01-01,38970,1,2001-01-01
56,Apparel and accessory stores,2001-01-01,12226,1,2001-01-01
58,Eating and drinking places,2001-01-01,26135,1,2001-01-01
591,Drug and proprietary stores,2001-01-01,11565,1,2001-01-01
553,Auto and home supply stores,2000-01-01,3501,1,2001-01-01
571,Furniture and home furnishings,2000-01-01,6875,1,2001-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-01-01,6355,1,2001-01-01
53,General merchandise group stores,2000-01-01,33299,1,2001-01-01
541,Grocery stores,2000-01-01,36739,1,2001-01-01
56,Apparel and accessory stores,2000-01-01,11384,1,2001-01-01
58,Eating and drinking places,2000-01-01,25021,1,2001-01-01
591,Drug and proprietary stores,2000-01-01,10409,1,2001-01-01
592,Liquor stores,2000-01-01,2398,1,2001-01-01
5961,Total mail order,2000-01-01,8387,1,2001-01-01
53,General merchandise group stores,2001-01-01,25784,0,2001-01-01
541,Grocery stores,2001-01-01,37294,0,2001-01-01
56,Apparel and accessory stores,2001-01-01,8644,0,2001-01-01
58,Eating and drinking places,2001-01-01,23704,0,2001-01-01
591,Drug and proprietary stores,2001-01-01,11415,0,2001-01-01
553,Auto and home supply stores,2000-01-01,2983,0,2001-01-01
571,Furniture and home furnishings,2000-01-01,6084,0,2001-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-01-01,6241,0,2001-01-01
53,General merchandise group stores,2000-01-01,25494,0,2001-01-01
541,Grocery stores,2000-01-01,35343,0,2001-01-01
56,Apparel and accessory stores,2000-01-01,8163,0,2001-01-01
58,Eating and drinking places,2000-01-01,22894,0,2001-01-01
591,Drug and proprietary stores,2000-01-01,10076,0,2001-01-01
592,Liquor stores,2000-01-01,2043,0,2001-01-01
5961,Total mail order,2000-01-01,7724,0,2001-01-01
53,General merchandise group stores,2001-02-01,34628,1,2001-02-01
541,Grocery stores,2001-02-01,39292,1,2001-02-01
56,Apparel and accessory stores,2001-02-01,12321,1,2001-02-01
58,Eating and drinking places,2001-02-01,26201,1,2001-02-01
591,Drug and proprietary stores,2001-02-01,11788,1,2001-02-01
553,Auto and home supply stores,2000-02-01,3480,1,2001-02-01
571,Furniture and home furnishings,2000-02-01,6914,1,2001-02-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-02-01,6463,1,2001-02-01
53,General merchandise group stores,2000-02-01,33105,1,2001-02-01
541,Grocery stores,2000-02-01,37176,1,2001-02-01
56,Apparel and accessory stores,2000-02-01,11647,1,2001-02-01
58,Eating and drinking places,2000-02-01,25099,1,2001-02-01
591,Drug and proprietary stores,2000-02-01,10402,1,2001-02-01
592,Liquor stores,2000-02-01,2432,1,2001-02-01
5961,Total mail order,2000-02-01,8563,1,2001-02-01
53,General merchandise group stores,2001-02-01,27976,0,2001-02-01
541,Grocery stores,2001-02-01,35402,0,2001-02-01
56,Apparel and accessory stores,2001-02-01,9487,0,2001-02-01
58,Eating and drinking places,2001-02-01,23843,0,2001-02-01
591,Drug and proprietary stores,2001-02-01,11140,0,2001-02-01
553,Auto and home supply stores,2000-02-01,3108,0,2001-02-01
571,Furniture and home furnishings,2000-02-01,6382,0,2001-02-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-02-01,6120,0,2001-02-01
53,General merchandise group stores,2000-02-01,27308,0,2001-02-01
541,Grocery stores,2000-02-01,34574,0,2001-02-01
56,Apparel and accessory stores,2000-02-01,9147,0,2001-02-01
58,Eating and drinking places,2000-02-01,23643,0,2001-02-01
591,Drug and proprietary stores,2000-02-01,10152,0,2001-02-01
592,Liquor stores,2000-02-01,2101,0,2001-02-01
5961,Total mail order,2000-02-01,7690,0,2001-02-01
53,General merchandise group stores,2001-03-01,34444,1,2001-03-01
541,Grocery stores,2001-03-01,39262,1,2001-03-01
56,Apparel and accessory stores,2001-03-01,12304,1,2001-03-01
58,Eating and drinking places,2001-03-01,26588,1,2001-03-01
591,Drug and proprietary stores,2001-03-01,12004,1,2001-03-01
553,Auto and home supply stores,2000-03-01,3509,1,2001-03-01
571,Furniture and home furnishings,2000-03-01,6966,1,2001-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-03-01,6440,1,2001-03-01
53,General merchandise group stores,2000-03-01,33410,1,2001-03-01
541,Grocery stores,2000-03-01,37597,1,2001-03-01
56,Apparel and accessory stores,2000-03-01,11827,1,2001-03-01
58,Eating and drinking places,2000-03-01,25428,1,2001-03-01
591,Drug and proprietary stores,2000-03-01,10576,1,2001-03-01
592,Liquor stores,2000-03-01,2455,1,2001-03-01
5961,Total mail order,2000-03-01,8777,1,2001-03-01
53,General merchandise group stores,2001-03-01,32148,0,2001-03-01
541,Grocery stores,2001-03-01,39655,0,2001-03-01
56,Apparel and accessory stores,2001-03-01,11849,0,2001-03-01
58,Eating and drinking places,2001-03-01,27519,0,2001-03-01
591,Drug and proprietary stores,2001-03-01,12244,0,2001-03-01
553,Auto and home supply stores,2000-03-01,3590,0,2001-03-01
571,Furniture and home furnishings,2000-03-01,6952,0,2001-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-03-01,6279,0,2001-03-01
53,General merchandise group stores,2000-03-01,31200,0,2001-03-01
541,Grocery stores,2000-03-01,37747,0,2001-03-01
56,Apparel and accessory stores,2000-03-01,11291,0,2001-03-01
58,Eating and drinking places,2000-03-01,25962,0,2001-03-01
591,Drug and proprietary stores,2000-03-01,10851,0,2001-03-01
592,Liquor stores,2000-03-01,2327,0,2001-03-01
5961,Total mail order,2000-03-01,8953,0,2001-03-01
53,General merchandise group stores,2001-04-01,34663,1,2001-04-01
541,Grocery stores,2001-04-01,39215,1,2001-04-01
56,Apparel and accessory stores,2001-04-01,12308,1,2001-04-01
58,Eating and drinking places,2001-04-01,26079,1,2001-04-01
591,Drug and proprietary stores,2001-04-01,11799,1,2001-04-01
553,Auto and home supply stores,2000-04-01,3402,1,2001-04-01
571,Furniture and home furnishings,2000-04-01,6991,1,2001-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-04-01,6457,1,2001-04-01
53,General merchandise group stores,2000-04-01,33398,1,2001-04-01
541,Grocery stores,2000-04-01,38187,1,2001-04-01
56,Apparel and accessory stores,2000-04-01,11761,1,2001-04-01
58,Eating and drinking places,2000-04-01,25420,1,2001-04-01
591,Drug and proprietary stores,2000-04-01,10719,1,2001-04-01
592,Liquor stores,2000-04-01,2436,1,2001-04-01
5961,Total mail order,2000-04-01,8901,1,2001-04-01
53,General merchandise group stores,2001-04-01,32451,0,2001-04-01
541,Grocery stores,2001-04-01,38117,0,2001-04-01
56,Apparel and accessory stores,2001-04-01,12050,0,2001-04-01
58,Eating and drinking places,2001-04-01,25870,0,2001-04-01
591,Drug and proprietary stores,2001-04-01,11646,0,2001-04-01
553,Auto and home supply stores,2000-04-01,3392,0,2001-04-01
571,Furniture and home furnishings,2000-04-01,6516,0,2001-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",2000-04-01,5695,0,2001-04-01
53,General merchandise group stores,2000-04-01,31492,0,2001-04-01
541,Grocery stores,2000-04-01,37614,0,2001-04-01
56,Apparel and accessory stores,2000-04-01,11546,0,2001-04-01
58,Eating and drinking places,2000-04-01,25547,0,2001-04-01
591,Drug and proprietary stores,2000-04-01,10505,0,2001-04-01
592,Liquor stores,2000-04-01,2263,0,2001-04-01
5961,Total mail order,2000-04-01,8038,0,2001-04-01
